,sim_time,weekday,bed_utilisation,primary_arrivals,revision_arrivals,primary_bed_queue,revision_bed_queue,primary_mean_los,revision_mean_los,run
77,79,1,0.95,10,5,0.0650415608628628,0.10710015586369999,4.06,2.35,1
78,80,2,0.95,10,5,0.06494941905756835,0.10687837268877093,4.04,2.31,1
79,81,3,0.925,4,8,0.06478905456725809,0.10718351739916765,4.07,2.23,1
80,82,4,0.875,10,5,0.06484394131910413,0.10712378106203552,4.04,2.19,1
81,83,5,0.825,0,0,0.06484394131910413,0.10712378106203552,4.04,2.19,1
82,84,6,0.775,0,0,0.06484394131910413,0.10712378106203552,4.04,2.19,1
83,85,0,0.9,10,5,0.06416432061676702,0.10766415598418923,4.15,2.15,1
84,86,1,0.9,14,3,0.06487739140267997,0.10789159839148324,4.12,2.13,1
85,87,2,0.9,14,3,0.06567538355330976,0.10790419843803394,4.06,2.1,1
86,88,3,0.95,8,6,0.06554047692316566,0.10729357466829738,4.07,2.06,1
87,89,4,0.85,16,2,0.06659122321630284,0.10735009844337873,3.99,2.04,1
88,90,5,0.775,0,0,0.06659122321630284,0.10735009844337873,3.99,2.04,1
89,91,6,0.575,0,0,0.06659122321630284,0.10735009844337873,3.99,2.04,1
90,92,0,0.825,8,6,0.0658828059480443,0.10508213861711016,4.08,2.18,1
91,93,1,0.95,10,5,0.06547363585124097,0.10423598410189251,4.12,2.14,1
92,94,2,1.0,14,3,0.06591134316148636,0.10434940084758963,4.06,2.12,1
93,95,3,0.925,10,5,0.06644979550245021,0.10526841300134424,4.01,2.17,1
94,96,4,0.9,12,4,0.06676301119677823,0.10572455248119904,4.01,2.14,1
95,97,5,0.8,0,0,0.06676301119677823,0.10572455248119904,4.01,2.14,1
96,98,6,0.65,0,0,0.06676301119677823,0.10572455248119904,4.01,2.14,1
97,99,0,0.975,14,3,0.06561192479683378,0.10605930872030332,4.12,2.15,1
98,100,1,0.975,12,4,0.06585923800192985,0.10619176464235022,4.07,2.13,1
99,101,2,0.975,8,6,0.06603128154346635,0.10582375140052899,4.03,2.09,1
100,102,3,0.975,18,1,0.0667021015246599,0.10587179149827555,4.01,2.08,1
101,103,4,0.875,12,4,0.06745744108591432,0.10669842658740754,3.96,2.05,1
102,104,5,0.725,0,0,0.06745744108591432,0.10669842658740754,3.96,2.05,1
103,105,6,0.65,0,0,0.06745744108591432,0.10669842658740754,3.96,2.05,1
104,106,0,0.95,16,2,0.06667944513508131,0.10679797135750214,4.06,2.04,1
105,107,1,0.95,16,2,0.0676688959365657,0.10675958296732113,4.02,2.03,1
106,108,2,0.975,12,4,0.06827919353410283,0.10755370573943795,4.06,2.0,1
107,109,3,0.8,12,4,0.06859737225133213,0.10685532934173028,4.01,1.98,1
108,110,4,0.95,12,4,0.06815045164493119,0.10757839535483121,4.02,2.0,1
109,111,5,0.85,0,0,0.06815045164493119,0.10757839535483121,4.02,2.0,1
110,112,6,0.775,0,0,0.06815045164493119,0.10757839535483121,4.02,2.0,1
111,113,0,0.925,14,3,0.06789232899460505,0.10758218193591863,4.07,1.98,1
112,114,1,0.95,14,3,0.0682785381275207,0.10739721270792896,4.03,1.97,1
113,115,2,0.9,10,5,0.06845960136823284,0.107813703693476,4.0,1.94,1
114,116,3,0.925,14,3,0.06891267689357422,0.10831681455898035,3.96,1.92,1
115,117,4,0.9,6,7,0.06892080993076308,0.10884361604722775,3.97,1.88,1
116,118,5,0.775,0,0,0.06892080993076308,0.10884361604722775,3.97,1.88,1
117,119,6,0.575,0,0,0.06892080993076308,0.10884361604722775,3.97,1.88,1
118,120,0,0.775,8,6,0.06836722912810635,0.10703957821219083,4.02,2.19,1
119,121,1,0.975,14,3,0.0681097328184343,0.10706075987229235,4.02,2.17,1
120,122,2,0.95,8,6,0.06831500580799647,0.10761771908391546,3.99,2.14,1
121,123,3,0.925,10,5,0.0688858742255363,0.10815828892930873,3.98,2.11,1
122,124,4,0.9,18,1,0.069314729960509,0.1081993541920295,3.94,2.1,1
123,125,5,0.75,0,0,0.069314729960509,0.1081993541920295,3.94,2.1,1
124,126,6,0.65,0,0,0.069314729960509,0.1081993541920295,3.94,2.1,1
125,127,0,0.9,12,4,0.0685285515488586,0.10728971727147948,4.0,2.18,1
126,128,1,0.95,8,6,0.06843640229304537,0.10824111103060996,3.98,2.14,1
127,129,2,0.95,10,5,0.06896027456791984,0.10808668210692685,4.01,2.12,1
128,130,3,0.9,10,5,0.06934228665606555,0.1079966079785704,3.99,2.09,1
129,131,4,0.95,10,5,0.06926387975417506,0.10887786508371583,3.97,2.06,1
130,132,5,0.85,0,0,0.06926387975417506,0.10887786508371583,3.97,2.06,1
131,133,6,0.8,0,0,0.06926387975417506,0.10887786508371583,3.97,2.06,1
132,134,0,0.9,12,4,0.06896653101265078,0.10953550933069156,4.0,2.04,1
133,135,1,0.95,10,5,0.06878943398026154,0.1092994295648616,3.99,2.02,1
134,136,2,0.95,14,3,0.06918674924310861,0.10924487884439592,3.95,2.0,1
135,137,3,0.95,14,3,0.06946914782086326,0.10981864826209539,3.92,1.99,1
136,138,4,0.875,10,5,0.06951773859961945,0.11058899313159616,3.89,1.99,1
137,139,5,0.775,0,0,0.06951773859961945,0.11058899313159616,3.89,1.99,1
138,140,6,0.725,0,0,0.06951773859961945,0.11058899313159616,3.89,1.99,1
139,141,0,0.925,16,2,0.06883919297178544,0.11105171064145314,3.99,1.98,1
140,142,1,0.975,14,3,0.06904210191006328,0.11146554539325218,3.95,1.98,1
141,143,2,0.875,18,1,0.06984206202585078,0.11127641115464044,3.91,1.98,1
142,144,3,0.9,18,1,0.07035331978623884,0.11140162696425211,3.89,1.97,1
143,145,4,0.85,8,6,0.07017347512965079,0.11131168351216378,3.94,1.94,1
144,146,5,0.725,0,0,0.07017347512965079,0.11131168351216378,3.94,1.94,1
145,147,6,0.6,0,0,0.07017347512965079,0.11131168351216378,3.94,1.94,1
146,148,0,1.0,16,2,0.06927237111514484,0.1113108300055066,3.98,1.94,1
147,149,1,0.975,12,4,0.06983189378126703,0.11067765672889367,3.95,1.92,1
148,150,2,0.875,12,4,0.07007410733169568,0.11101945826045642,3.93,1.9,1
149,151,3,0.925,12,4,0.07007555508553849,0.11159850375743118,3.92,1.88,1
150,152,4,0.9,6,7,0.06997710193997624,0.11175049380372067,3.92,1.85,1
151,153,5,0.775,0,0,0.06997710193997624,0.11175049380372067,3.92,1.85,1
152,154,6,0.65,0,0,0.06997710193997624,0.11175049380372067,3.92,1.85,1
153,155,0,0.925,10,5,0.06943798713304268,0.11070879408155303,3.95,1.96,1
154,156,1,0.95,8,6,0.06929877585873852,0.11136397844406817,3.93,1.94,1
155,157,2,0.85,14,3,0.06954726406739191,0.11109282495659112,3.9,1.92,1
156,158,3,0.9,10,5,0.06944931825812962,0.11134967453710723,3.9,1.9,1
157,159,4,0.95,10,5,0.06974474554678832,0.1116399316154882,3.89,1.88,1
158,160,5,0.85,0,0,0.06974474554678832,0.1116399316154882,3.89,1.88,1
159,161,6,0.775,0,0,0.06974474554678832,0.1116399316154882,3.89,1.88,1
160,162,0,0.9,12,4,0.06934294763827689,0.11139861443626908,3.9,1.87,1
161,163,1,0.9,10,5,0.06936882953769875,0.11099613810955875,3.9,1.85,1
162,164,2,0.95,12,4,0.06928156296547722,0.110728431345969,3.88,1.83,1
163,165,3,0.925,18,1,0.0699291854180759,0.11059596778980559,3.87,1.83,1
164,166,4,0.875,14,3,0.0705341925941072,0.11065777972768145,3.87,1.82,1
165,167,5,0.725,0,0,0.0705341925941072,0.11065777972768145,3.87,1.82,1
166,168,6,0.6,0,0,0.0705341925941072,0.11065777972768145,3.87,1.82,1
167,169,0,0.85,12,4,0.06993728828442505,0.10977428448035466,3.9,1.9,1
0,2,1,0.825,14,3,0.0,0.0,10.02,13.11,2
1,3,2,0.95,8,6,0.0031932159578076627,0.06470147639973933,12.33,6.56,2
2,4,3,0.9,14,3,0.033833570265275156,0.0758818689171546,9.11,5.25,2
3,5,4,0.9,10,5,0.040136253019772944,0.09544155310216326,8.46,3.93,2
4,6,5,0.85,0,0,0.040136253019772944,0.09544155310216326,8.46,3.93,2
5,7,6,0.725,0,0,0.040136253019772944,0.09544155310216326,8.46,3.93,2
6,8,0,0.95,16,2,0.040553597875509065,0.09700275356579792,8.57,3.58,2
7,9,1,0.95,10,5,0.043123064687635076,0.10462608758121626,7.72,3.17,2
8,10,2,0.975,14,3,0.04920174717979766,0.10900083264431916,6.8,2.85,2
9,11,3,0.875,6,7,0.052340811765197906,0.1108146913348822,6.58,2.31,2
10,12,4,0.925,16,2,0.056646640568533795,0.11119921906734608,6.35,2.19,2
11,13,5,0.925,0,0,0.056646640568533795,0.11119921906734608,6.35,2.19,2
12,14,6,0.825,0,0,0.056646640568533795,0.11119921906734608,6.35,2.19,2
13,15,0,0.875,10,5,0.05578064166622975,0.11878909407808778,6.75,1.94,2
14,16,1,0.95,10,5,0.05630577912908958,0.12002728602856896,6.49,1.74,2
15,17,2,0.925,12,4,0.05957404785084392,0.11936714474008613,6.1,1.61,2
16,18,3,0.925,18,1,0.06371952184140621,0.12162058292924245,5.66,1.58,2
17,19,4,0.95,10,5,0.06401814222482256,0.1230081171351198,5.48,1.45,2
18,20,5,0.875,0,0,0.06401814222482256,0.1230081171351198,5.48,1.45,2
19,21,6,0.8,0,0,0.06401814222482256,0.1230081171351198,5.48,1.45,2
20,22,0,0.975,14,3,0.06375728287102077,0.12051709321593722,5.57,1.38,2
21,23,1,0.975,12,4,0.06612348784901813,0.12133228908470307,5.28,1.3,2
22,24,2,0.975,10,5,0.06751434735786292,0.1217917734297254,5.09,1.2,2
23,25,3,0.925,12,4,0.07005967303680309,0.12394278948950709,4.87,1.14,2
24,26,4,0.925,16,2,0.07245651748917598,0.12134719067756759,4.72,1.11,2
25,27,5,0.8,0,0,0.07245651748917598,0.12134719067756759,4.72,1.11,2
26,28,6,0.7,0,0,0.07245651748917598,0.12134719067756759,4.72,1.11,2
27,29,0,0.925,12,4,0.06908644690828408,0.12182830539976996,5.04,1.06,2
28,30,1,0.9,8,6,0.0698162109719556,0.1258213007837722,5.0,0.98,2
29,31,2,0.9,12,4,0.07047737221839757,0.12530734177327552,4.9,0.94,2
30,32,3,0.975,14,3,0.07050231955050315,0.12781373202852997,4.91,0.91,2
31,33,4,0.925,10,5,0.07123363476514245,0.12761671976656627,4.85,0.93,2
32,34,5,0.8,0,0,0.07123363476514245,0.12761671976656627,4.85,0.93,2
33,35,6,0.775,0,0,0.07123363476514245,0.12761671976656627,4.85,0.93,2
34,36,0,0.9,12,4,0.06896797144393588,0.12816225422895347,4.92,0.89,2
35,37,1,0.9,16,2,0.06979468693659302,0.12796186685074798,4.74,0.88,2
36,38,2,0.975,14,3,0.0697950168108395,0.1276997648656483,4.63,0.85,2
37,39,3,0.925,8,6,0.06963277787488109,0.12859377087401147,4.63,0.81,2
38,40,4,0.875,10,5,0.06989467141920683,0.12820389227300813,4.74,0.77,2
39,41,5,0.825,0,0,0.06989467141920683,0.12820389227300813,4.74,0.77,2
40,42,6,0.7,0,0,0.06989467141920683,0.12820389227300813,4.74,0.77,2
41,43,0,0.925,12,4,0.06765206164105045,0.1279609336993718,4.95,0.75,2
42,44,1,0.975,16,2,0.06808870447685042,0.12876767981371226,4.89,0.74,2
43,45,2,1.0,16,2,0.06931063790100764,0.128226026951785,4.71,0.72,2
44,46,3,0.95,10,5,0.07049052778894555,0.12658049189429085,4.61,0.7,2
45,47,4,0.95,8,6,0.07114085002311353,0.12565676996550967,4.56,0.67,2
46,48,5,0.8,0,0,0.07114085002311353,0.12565676996550967,4.56,0.67,2
47,49,6,0.6,0,0,0.07114085002311353,0.12565676996550967,4.56,0.67,2
48,50,0,0.875,12,4,0.06918284497660582,0.12211714264253758,4.66,0.94,2
49,51,1,0.975,16,2,0.06980643816969936,0.12225956842280279,4.55,0.93,2
50,52,2,0.975,10,5,0.07020393183633453,0.12249665995238558,4.47,0.89,2
51,53,3,0.9,8,6,0.06995467349882559,0.12190482590582014,4.43,0.86,2
52,54,4,0.925,12,4,0.07022824807036318,0.12188555105353412,4.41,0.84,2
53,55,5,0.7,0,0,0.07022824807036318,0.12188555105353412,4.41,0.84,2
54,56,6,0.7,0,0,0.07022824807036318,0.12188555105353412,4.41,0.84,2
55,57,0,0.9,10,5,0.06880084465429888,0.119185102163938,4.56,1.01,2
56,58,1,0.95,18,1,0.06905181851868458,0.11959334997393845,4.48,1.0,2
57,59,2,0.925,10,5,0.0695919218409846,0.12054995241014943,4.45,1.02,2
58,60,3,0.875,10,5,0.06944148364866248,0.1192865789250991,4.44,0.99,2
59,61,4,0.95,6,7,0.06896301840423749,0.1213335721962235,4.48,1.0,2
60,62,5,0.85,0,0,0.06896301840423749,0.1213335721962235,4.48,1.0,2
61,63,6,0.775,0,0,0.06896301840423749,0.1213335721962235,4.48,1.0,2
62,64,0,0.9,12,4,0.06824685099046378,0.1216319494694721,4.47,0.98,2
63,65,1,0.925,8,6,0.06758444826630257,0.1217586359996796,4.49,0.95,2
64,66,2,0.875,12,4,0.06826319277620696,0.12275527819269576,4.42,0.93,2
65,67,3,0.875,12,4,0.06789816142511675,0.12402223603832672,4.4,0.91,2
66,68,4,0.925,16,2,0.06830195618778065,0.12323060249697834,4.36,0.9,2
67,69,5,0.875,0,0,0.06830195618778065,0.12323060249697834,4.36,0.9,2
68,70,6,0.7,0,0,0.06830195618778065,0.12323060249697834,4.36,0.9,2
69,71,0,0.925,4,8,0.06784660981319544,0.11853610335423631,4.43,1.27,2
70,72,1,0.925,14,3,0.06859727478955359,0.11760076210617446,4.36,1.25,2
71,73,2,0.875,8,6,0.068681860000139,0.11738794378195158,4.34,1.22,2
72,74,3,0.95,10,5,0.06835009890400999,0.11581321506850442,4.34,1.19,2
73,75,4,0.95,8,6,0.06817972902400742,0.11607430789664623,4.36,1.16,2
74,76,5,0.825,0,0,0.06817972902400742,0.11607430789664623,4.36,1.16,2
75,77,6,0.75,0,0,0.06817972902400742,0.11607430789664623,4.36,1.16,2
76,78,0,0.9,8,6,0.06733800397432832,0.1151960432055859,4.42,1.21,2
77,79,1,0.925,10,5,0.06710569725044195,0.11503721767772801,4.4,1.18,2
78,80,2,1.0,10,5,0.06755316295695679,0.11504951659242978,4.35,1.16,2
79,81,3,0.825,4,8,0.06809098895521346,0.11462069689476413,4.34,1.12,2
80,82,4,0.875,10,5,0.06771752647653341,0.11432224090478656,4.54,1.1,2
81,83,5,0.725,0,0,0.06771752647653341,0.11432224090478656,4.54,1.1,2
82,84,6,0.575,0,0,0.06771752647653341,0.11432224090478656,4.54,1.1,2
83,85,0,0.875,10,5,0.06673894950432917,0.1121570469482565,4.63,1.24,2
84,86,1,0.9,14,3,0.06710544234496635,0.11228541786847447,4.6,1.23,2
85,87,2,0.95,14,3,0.0679677080643579,0.11230512737269155,4.55,1.21,2
86,88,3,0.925,8,6,0.06810986202045731,0.11228947710094478,4.5,1.19,2
87,89,4,0.95,16,2,0.0684456971500722,0.11321789861557817,4.44,1.18,2
88,90,5,0.75,0,0,0.0684456971500722,0.11321789861557817,4.44,1.18,2
89,91,6,0.625,0,0,0.0684456971500722,0.11321789861557817,4.44,1.18,2
90,92,0,0.9,8,6,0.06771755143570973,0.11082597118003779,4.45,1.57,2
91,93,1,0.975,10,5,0.06739094725055385,0.11049867182485561,4.46,1.54,2
92,94,2,0.9,14,3,0.06825710137403304,0.1113310987342433,4.39,1.53,2
93,95,3,0.875,10,5,0.06835806364809721,0.1113342967866109,4.39,1.5,2
94,96,4,0.95,12,4,0.0684028521644712,0.1116953453466904,4.45,1.48,2
95,97,5,0.9,0,0,0.0684028521644712,0.1116953453466904,4.45,1.48,2
96,98,6,0.8,0,0,0.0684028521644712,0.1116953453466904,4.45,1.48,2
97,99,0,0.9,14,3,0.06787296473849823,0.11174231650926734,4.46,1.47,2
98,100,1,0.95,12,4,0.06813010407788185,0.11195233154705085,4.46,1.45,2
99,101,2,0.9,8,6,0.06883169217759896,0.11223429467083783,4.43,1.42,2
100,102,3,0.95,18,1,0.06939143121346775,0.11257816493873904,4.41,1.42,2
101,103,4,0.875,12,4,0.06978091961593759,0.11337280402537199,4.38,1.4,2
102,104,5,0.75,0,0,0.06978091961593759,0.11337280402537199,4.38,1.4,2
103,105,6,0.65,0,0,0.06978091961593759,0.11337280402537199,4.38,1.4,2
104,106,0,0.925,16,2,0.06873537630063196,0.11307953565099058,4.49,1.39,2
105,107,1,1.0,16,2,0.06922756197091667,0.11268784131925604,4.43,1.38,2
106,108,2,0.925,12,4,0.06953086423166058,0.11303448735203141,4.37,1.37,2
107,109,3,0.95,12,4,0.06999394016033282,0.11317797265602517,4.36,1.35,2
108,110,4,0.925,12,4,0.07063609573548409,0.11381150746131789,4.33,1.33,2
109,111,5,0.825,0,0,0.07063609573548409,0.11381150746131789,4.33,1.33,2
110,112,6,0.75,0,0,0.07063609573548409,0.11381150746131789,4.33,1.33,2
111,113,0,0.925,14,3,0.07002205630252673,0.11400505681988507,4.38,1.32,2
112,114,1,0.95,14,3,0.07012957200499577,0.11364629173422626,4.35,1.31,2
113,115,2,1.0,10,5,0.07055019667569802,0.11384029305014425,4.33,1.29,2
114,116,3,0.9,14,3,0.07126617274119909,0.1131702009375781,4.29,1.28,2
115,117,4,0.875,6,7,0.07098611867380619,0.11327960112611554,4.29,1.25,2
116,118,5,0.8,0,0,0.07098611867380619,0.11327960112611554,4.29,1.25,2
117,119,6,0.775,0,0,0.07098611867380619,0.11327960112611554,4.29,1.25,2
118,120,0,0.95,8,6,0.07041594904590413,0.11322075576772705,4.29,1.25,2
119,121,1,0.9,14,3,0.07101063740023561,0.1129909636719855,4.24,1.24,2
120,122,2,0.875,8,6,0.0712467971781308,0.11335343056459539,4.24,1.22,2
121,123,3,0.925,10,5,0.07122571045168491,0.11353421822419438,4.3,1.21,2
122,124,4,0.925,18,1,0.07211207033079792,0.11327902359831049,4.27,1.2,2
123,125,5,0.85,0,0,0.07211207033079792,0.11327902359831049,4.27,1.2,2
124,126,6,0.65,0,0,0.07211207033079792,0.11327902359831049,4.27,1.2,2
125,127,0,0.925,12,4,0.07129416405105352,0.1126948317419685,4.3,1.24,2
126,128,1,0.975,8,6,0.07117257388276149,0.11298198283984841,4.29,1.22,2
127,129,2,0.925,10,5,0.07160508569067253,0.11344120359463834,4.26,1.21,2
128,130,3,0.975,10,5,0.07183883442774082,0.11405746235680513,4.24,1.19,2
129,131,4,0.95,10,5,0.07208584550097713,0.11425303570354867,4.21,1.18,2
130,132,5,0.775,0,0,0.07208584550097713,0.11425303570354867,4.21,1.18,2
131,133,6,0.6,0,0,0.07208584550097713,0.11425303570354867,4.21,1.18,2
132,134,0,0.925,12,4,0.07130513237280771,0.11312739003159253,4.28,1.28,2
133,135,1,0.95,10,5,0.07143271230444498,0.11377310703047325,4.28,1.27,2
134,136,2,0.975,14,3,0.07196256476799327,0.11330221126737013,4.28,1.26,2
135,137,3,0.825,14,3,0.07276743917381426,0.11380102014675797,4.23,1.25,2
136,138,4,1.0,10,5,0.07253191535920026,0.11446216868696757,4.29,1.23,2
137,139,5,0.85,0,0,0.07253191535920026,0.11446216868696757,4.29,1.23,2
138,140,6,0.7,0,0,0.07253191535920026,0.11446216868696757,4.29,1.23,2
139,141,0,0.925,16,2,0.07203383646574878,0.1146323263343267,4.32,1.23,2
140,142,1,0.925,14,3,0.07209745019762097,0.11520769417820703,4.29,1.22,2
141,143,2,0.975,18,1,0.07234970499559026,0.1154771296678861,4.25,1.22,2
142,144,3,0.9,18,1,0.07340265678932668,0.11575736184731979,4.21,1.21,2
143,145,4,0.95,8,6,0.0732078489861738,0.11552466110224043,4.22,1.2,2
144,146,5,0.9,0,0,0.0732078489861738,0.11552466110224043,4.22,1.2,2
145,147,6,0.725,0,0,0.0732078489861738,0.11552466110224043,4.22,1.2,2
146,148,0,0.95,16,2,0.07297947857933333,0.11534807554175859,4.22,1.19,2
147,149,1,0.975,12,4,0.07321358680090029,0.115508931631362,4.19,1.18,2
148,150,2,0.925,12,4,0.07394672315854443,0.11522024593981407,4.16,1.17,2
149,151,3,0.925,12,4,0.0739260724601023,0.11601215166964012,4.14,1.18,2
150,152,4,0.95,6,7,0.0737320224428734,0.11658470727528818,4.17,1.18,2
151,153,5,0.85,0,0,0.0737320224428734,0.11658470727528818,4.17,1.18,2
152,154,6,0.75,0,0,0.0737320224428734,0.11658470727528818,4.17,1.18,2
153,155,0,0.9,10,5,0.07316397912667254,0.1159567441224709,4.19,1.23,2
154,156,1,0.925,8,6,0.07305632738769241,0.11585265366868071,4.18,1.21,2
155,157,2,0.9,14,3,0.07320073776628047,0.11552779292114895,4.17,1.2,2
156,158,3,0.825,10,5,0.07312278956024441,0.11546893352650171,4.16,1.19,2
157,159,4,0.975,10,5,0.07272054066855863,0.11625330784045408,4.17,1.18,2
158,160,5,0.925,0,0,0.07272054066855863,0.11625330784045408,4.17,1.18,2
159,161,6,0.675,0,0,0.07272054066855863,0.11625330784045408,4.17,1.18,2
160,162,0,0.925,12,4,0.07207509208274301,0.11634122990378576,4.27,1.22,2
161,163,1,0.925,10,5,0.0721736546832217,0.11602843482553793,4.27,1.2,2
