,sim_time,weekday,bed_utilisation,primary_arrivals,revision_arrivals,primary_bed_queue,revision_bed_queue,primary_mean_los,revision_mean_los,run
7,21,6,0.5,0,0,0.030902661664894755,0.08555319025189159,4.22,2.58,4
8,22,0,0.6739130434782609,8,6,0.029678793876186053,0.07685286581949584,4.26,3.02,4
9,23,1,0.8913043478260869,8,6,0.02854817315709325,0.06975875512846545,4.4,4.2,4
10,24,2,0.9782608695652174,12,4,0.031201259423027428,0.06937546263411151,4.25,3.96,4
11,25,3,0.9347826086956522,12,4,0.034944674249333084,0.06978511365212535,4.07,3.74,4
12,26,4,0.8695652173913043,8,6,0.035197188145538884,0.07426703855908912,4.0,3.46,4
13,27,5,0.5652173913043478,0,0,0.035197188145538884,0.07426703855908912,4.0,3.46,4
14,28,6,0.5217391304347826,0,0,0.035197188145538884,0.07426703855908912,4.0,3.46,4
15,29,0,0.8260869565217391,12,4,0.03353432886307248,0.07068790417069928,4.17,3.67,4
16,30,1,0.9565217391304348,10,5,0.0330803945801785,0.07360500582518993,4.29,3.46,4
17,31,2,0.8260869565217391,14,3,0.036556082427105445,0.07665874752011824,4.12,3.34,4
18,32,3,0.9130434782608695,16,2,0.03797380288976757,0.07755571461509345,3.98,3.27,4
19,33,4,0.8695652173913043,8,6,0.03794123591041259,0.07819640813956295,3.96,3.07,4
20,34,5,0.7391304347826086,0,0,0.03794123591041259,0.07819640813956295,3.96,3.07,4
21,35,6,0.5652173913043478,0,0,0.03794123591041259,0.07819640813956295,3.96,3.07,4
22,36,0,0.782608695652174,10,5,0.036725170656873724,0.07443696544054551,4.06,3.56,4
23,37,1,0.9347826086956522,18,1,0.03797415321915566,0.07561686514222961,3.98,3.52,4
24,38,2,0.8913043478260869,12,4,0.03932547606749446,0.07792449244452003,3.94,3.39,4
25,39,3,0.8043478260869565,12,4,0.03957213126124134,0.08166632618394681,3.91,3.27,4
26,40,4,0.9130434782608695,14,3,0.03940232602835367,0.08391318358203757,3.9,3.19,4
27,41,5,0.8043478260869565,0,0,0.03940232602835367,0.08391318358203757,3.9,3.19,4
0,14,6,0.6086956521739131,0,0,0.03918265954619094,0.05840976464773162,3.66,5.35,5
1,15,0,0.8478260869565217,16,2,0.034888669458937135,0.05525248007217856,4.04,5.43,5
2,16,1,0.9347826086956522,10,5,0.03457229459987909,0.05533696915453016,3.97,4.78,5
3,17,2,0.8695652173913043,8,6,0.036650199326564964,0.06788796982959355,3.97,4.18,5
4,18,3,0.8260869565217391,18,1,0.04224532853921253,0.07105678313617199,3.9,4.1,5
5,19,4,0.9782608695652174,12,4,0.04114329357746652,0.07121413926378461,3.97,3.79,5
6,20,5,0.8043478260869565,0,0,0.04114329357746652,0.07121413926378461,3.97,3.79,5
7,21,6,0.5652173913043478,0,0,0.04114329357746652,0.07121413926378461,3.97,3.79,5
8,22,0,0.6956521739130435,8,6,0.03951385620806191,0.06397202340645058,4.01,4.11,5
9,23,1,0.9347826086956522,8,6,0.038008566447754785,0.058066913553547456,4.01,4.76,5
10,24,2,0.9565217391304348,12,4,0.03921228528709757,0.06134089202204955,3.85,4.48,5
11,25,3,0.8260869565217391,12,4,0.042739266756091264,0.06540210487904523,3.68,4.24,5
12,26,4,0.9565217391304348,8,6,0.041326398433575856,0.06701911846449875,3.76,4.02,5
13,27,5,0.717391304347826,0,0,0.041326398433575856,0.06701911846449875,3.76,4.02,5
14,28,6,0.5869565217391305,0,0,0.041326398433575856,0.06701911846449875,3.76,4.02,5
15,29,0,0.782608695652174,12,4,0.03937397016112345,0.06378928143006507,3.79,4.12,5
16,30,1,0.9347826086956522,10,5,0.03788253189744453,0.06264547462234123,3.92,3.97,5
17,31,2,0.9347826086956522,14,3,0.04061310142475141,0.06574021378744949,3.82,3.91,5
18,32,3,0.9347826086956522,16,2,0.043160549446493834,0.06842645183653558,3.67,3.82,5
19,33,4,0.8260869565217391,8,6,0.04370950422610383,0.06935594918001442,3.64,3.59,5
20,34,5,0.5869565217391305,0,0,0.04370950422610383,0.06935594918001442,3.64,3.59,5
21,35,6,0.45652173913043476,0,0,0.04370950422610383,0.06935594918001442,3.64,3.59,5
22,36,0,0.6521739130434783,10,5,0.04230855857783128,0.06602152854635988,3.73,3.85,5
23,37,1,0.9130434782608695,18,1,0.04056649836056755,0.0666600605498914,3.75,3.81,5
24,38,2,0.9347826086956522,12,4,0.04122927207287555,0.0719080049962115,3.86,3.67,5
25,39,3,0.8695652173913043,12,4,0.04176255105209742,0.07378269864594704,3.8,3.54,5
26,40,4,0.782608695652174,14,3,0.04230204352138787,0.07451080286518394,3.83,3.45,5
27,41,5,0.6304347826086957,0,0,0.04230204352138787,0.07451080286518394,3.83,3.45,5
0,14,6,0.34782608695652173,0,0,0.04113479515791026,0.057315687280122596,3.3,4.08,6
1,15,0,0.5869565217391305,16,2,0.036626872400879,0.05421754202173759,3.41,4.32,6
2,16,1,0.8478260869565217,10,5,0.034278995964925216,0.0477630727334355,3.42,4.83,6
3,17,2,1.0,8,6,0.032911679638149983,0.05733608497642242,3.41,4.34,6
4,18,3,0.8043478260869565,18,1,0.04131630402610563,0.05948790661993782,3.13,4.25,6
5,19,4,0.8478260869565217,12,4,0.03957278789274713,0.06375959406560323,3.4,4.14,6
6,20,5,0.6956521739130435,0,0,0.03957278789274713,0.06375959406560323,3.4,4.14,6
7,21,6,0.5217391304347826,0,0,0.03957278789274713,0.06375959406560323,3.4,4.14,6
8,22,0,0.6521739130434783,8,6,0.038005548768281903,0.057275567550457145,3.4,4.71,6
9,23,1,0.8260869565217391,8,6,0.03655771833901402,0.0519885920842611,3.58,4.96,6
10,24,2,0.9130434782608695,12,4,0.03562434236893341,0.054186956640380486,3.59,4.67,6
11,25,3,0.8478260869565217,12,4,0.03879355498425128,0.05509781847769924,3.49,4.42,6
12,26,4,0.9347826086956522,8,6,0.03759915331037383,0.05908863912888849,3.67,4.21,6
13,27,5,0.8260869565217391,0,0,0.03759915331037383,0.05908863912888849,3.67,4.21,6
14,28,6,0.6739130434782609,0,0,0.03759915331037383,0.05908863912888849,3.67,4.21,6
15,29,0,0.8260869565217391,12,4,0.035822815358702624,0.05705560373119146,3.66,4.63,6
16,30,1,0.8478260869565217,10,5,0.03579642608097952,0.05882462614343201,3.64,4.37,6
17,31,2,0.9130434782608695,14,3,0.0370248018513609,0.06128735568267404,3.67,4.22,6
18,32,3,0.8478260869565217,16,2,0.03988164602665575,0.06185349637029631,3.63,4.13,6
19,33,4,0.8478260869565217,8,6,0.038869170774871946,0.06647499611708715,3.64,3.98,6
20,34,5,0.6956521739130435,0,0,0.038869170774871946,0.06647499611708715,3.64,3.98,6
21,35,6,0.5434782608695652,0,0,0.038869170774871946,0.06647499611708715,3.64,3.98,6
22,36,0,0.7608695652173914,10,5,0.03762336401926707,0.06327908284222719,3.83,4.34,6
23,37,1,0.8260869565217391,18,1,0.038080705855330584,0.06352422514247974,4.04,4.3,6
24,38,2,1.0,12,4,0.037291782580536684,0.06687605636574352,3.97,4.14,6
25,39,3,0.8260869565217391,12,4,0.04040496170397139,0.06776271295224601,3.83,3.99,6
26,40,4,0.8913043478260869,14,3,0.040977801096760864,0.06939388538787278,3.77,3.89,6
27,41,5,0.717391304347826,0,0,0.040977801096760864,0.06939388538787278,3.77,3.89,6
0,14,6,0.5217391304347826,0,0,0.05251714086793842,0.05185770410183985,4.72,3.17,7
1,15,0,0.7608695652173914,16,2,0.04676183775912325,0.049054584961199854,5.22,3.3,7
2,16,1,0.8913043478260869,10,5,0.04376428405661535,0.0477245473109053,5.17,3.07,7
3,17,2,0.9565217391304348,8,6,0.0433787872802309,0.06005044748119064,5.06,3.1,7
4,18,3,0.8913043478260869,18,1,0.04888631636085408,0.05888280289940528,4.96,3.03,7
5,19,4,0.8260869565217391,12,4,0.04978111364872131,0.06379769527463823,5.02,2.8,7
6,20,5,0.6956521739130435,0,0,0.04978111364872131,0.06379769527463823,5.02,2.8,7
7,21,6,0.5652173913043478,0,0,0.04978111364872131,0.06379769527463823,5.02,2.8,7
8,22,0,0.717391304347826,8,6,0.0478095843953066,0.05730979406026824,4.97,3.44,7
9,23,1,0.9347826086956522,8,6,0.045988266894533024,0.05290953849560444,4.98,3.91,7
10,24,2,0.9782608695652174,12,4,0.04784683644748978,0.05928642838610862,4.76,3.68,7
11,25,3,0.8260869565217391,12,4,0.04932258578864875,0.06482112593840858,4.54,3.64,7
12,26,4,0.9782608695652174,8,6,0.04769208708489177,0.06579053918828398,4.52,3.55,7
13,27,5,0.8478260869565217,0,0,0.04769208708489177,0.06579053918828398,4.52,3.55,7
14,28,6,0.6521739130434783,0,0,0.04769208708489177,0.06579053918828398,4.52,3.55,7
15,29,0,0.9347826086956522,12,4,0.0454389176163142,0.06261991079366788,4.82,3.88,7
16,30,1,0.8695652173913043,10,5,0.04630544535504932,0.0647054678952952,4.83,3.66,7
17,31,2,0.9347826086956522,14,3,0.047583074263827,0.06567746227104662,4.67,3.53,7
18,32,3,0.9565217391304348,16,2,0.05013060410742505,0.0675372526314396,4.48,3.46,7
19,33,4,0.8913043478260869,8,6,0.049959910314302594,0.0720076616437694,4.39,3.35,7
20,34,5,0.8043478260869565,0,0,0.049959910314302594,0.0720076616437694,4.39,3.35,7
21,35,6,0.5869565217391305,0,0,0.049959910314302594,0.0720076616437694,4.39,3.35,7
22,36,0,0.8043478260869565,10,5,0.04835863113756213,0.0685457548339728,4.38,3.75,7
23,37,1,0.8913043478260869,18,1,0.049749003945422,0.07003862404442979,4.32,3.71,7
24,38,2,0.9565217391304348,12,4,0.049503486239195,0.07148597466477247,4.32,3.58,7
25,39,3,0.9130434782608695,12,4,0.05154265376141369,0.07462286679618736,4.21,3.45,7
26,40,4,0.9130434782608695,14,3,0.05284074377069913,0.07666500047637569,4.14,3.36,7
27,41,5,0.782608695652174,0,0,0.05284074377069913,0.07666500047637569,4.14,3.36,7
0,14,6,0.4782608695652174,0,0,0.03313913321318351,0.06536751236661975,4.65,3.78,8
1,15,0,0.782608695652174,16,2,0.029507447381601753,0.06183413331977545,4.74,3.88,8
2,16,1,0.9130434782608695,10,5,0.027615944344319587,0.0641489843785579,4.81,3.42,8
3,17,2,0.8478260869565217,8,6,0.02834117286502352,0.06760589503938279,4.66,2.99,8
4,18,3,0.8478260869565217,18,1,0.032929740364728885,0.0677639456092967,4.53,2.93,8
5,19,4,0.8913043478260869,12,4,0.032223137058692335,0.07574336675891748,4.45,3.13,8
6,20,5,0.717391304347826,0,0,0.032223137058692335,0.07574336675891748,4.45,3.13,8
7,21,6,0.5217391304347826,0,0,0.032223137058692335,0.07574336675891748,4.45,3.13,8
8,22,0,0.7391304347826086,8,6,0.030946973214783728,0.06804065149529875,4.67,3.64,8
9,23,1,0.9565217391304348,8,6,0.029768040901839585,0.06525166015852649,4.7,4.17,8
10,24,2,0.9130434782608695,12,4,0.03183356511418895,0.06608812724267733,4.49,3.93,8
11,25,3,0.8695652173913043,12,4,0.03371421813403596,0.06783137741082298,4.45,3.72,8
12,26,4,0.9130434782608695,8,6,0.033632981076997255,0.07090681815364751,4.44,3.52,8
13,27,5,0.8478260869565217,0,0,0.033632981076997255,0.07090681815364751,4.44,3.52,8
14,28,6,0.7608695652173914,0,0,0.033632981076997255,0.07090681815364751,4.44,3.52,8
15,29,0,0.8695652173913043,12,4,0.03228859240524128,0.0722862417892762,4.59,3.44,8
16,30,1,0.8260869565217391,10,5,0.03331472055670562,0.07651566325794357,4.61,3.45,8
17,31,2,0.9565217391304348,14,3,0.03284326383919961,0.0789358051596777,4.71,3.34,8
18,32,3,0.9347826086956522,16,2,0.036400077460022995,0.07908262630058545,4.51,3.26,8
19,33,4,0.9565217391304348,8,6,0.03772716452307803,0.08304613880367184,4.43,3.07,8
20,34,5,0.8043478260869565,0,0,0.03772716452307803,0.08304613880367184,4.43,3.07,8
21,35,6,0.6956521739130435,0,0,0.03772716452307803,0.08304613880367184,4.43,3.07,8
22,36,0,0.8913043478260869,10,5,0.03651796053195374,0.08049655283661902,4.46,3.45,8
23,37,1,0.8695652173913043,18,1,0.040475147965250854,0.08074591967890407,4.28,3.41,8
24,38,2,0.9565217391304348,12,4,0.04095143727217518,0.08193744549146063,4.21,3.29,8
25,39,3,0.8913043478260869,12,4,0.043851817088332586,0.08432064615017448,4.11,3.17,8
26,40,4,0.8695652173913043,14,3,0.04372699984525269,0.08531388146655418,4.14,3.09,8
27,41,5,0.717391304347826,0,0,0.04372699984525269,0.08531388146655418,4.14,3.09,8
0,14,6,0.5217391304347826,0,0,0.03703741325748274,0.10489271445692885,4.1,3.38,9
1,15,0,0.8478260869565217,16,2,0.03297851865392299,0.09922283799979756,4.14,3.67,9
2,16,1,0.8043478260869565,10,5,0.03405229533312309,0.09983724032912875,4.05,3.23,9
3,17,2,0.8260869565217391,8,6,0.03239120775589757,0.09458421421023692,4.05,3.49,9
4,18,3,0.9130434782608695,18,1,0.036726530475306975,0.09716673543138991,3.9,3.42,9
5,19,4,0.8043478260869565,12,4,0.03788777316158811,0.09454606338272152,3.84,3.16,9
6,20,5,0.6739130434782609,0,0,0.03788777316158811,0.09454606338272152,3.84,3.16,9
7,21,6,0.5,0,0,0.03788777316158811,0.09454606338272152,3.84,3.16,9
8,22,0,0.6304347826086957,8,6,0.03638726729380244,0.08493120947939391,3.96,3.59,9
9,23,1,0.8695652173913043,8,6,0.03500108568260997,0.07709140552744985,3.99,4.01,9
10,24,2,0.9565217391304348,12,4,0.03573546232677075,0.07976800022245242,3.88,3.78,9
11,25,3,0.9347826086956522,12,4,0.03963026265672149,0.08094109867441543,3.72,3.57,9
12,26,4,0.8913043478260869,8,6,0.03952458941643083,0.08613547086201907,3.68,3.41,9
13,27,5,0.7391304347826086,0,0,0.03952458941643083,0.08613547086201907,3.68,3.41,9
14,28,6,0.5652173913043478,0,0,0.03952458941643083,0.08613547086201907,3.68,3.41,9
15,29,0,0.782608695652174,12,4,0.0376572859794341,0.08198436383252418,3.74,3.59,9
16,30,1,0.9130434782608695,10,5,0.036230873631728264,0.08508900371452621,3.9,3.72,9
17,31,2,0.8695652173913043,14,3,0.038479291368915425,0.08544898519293105,3.78,3.6,9
18,32,3,0.782608695652174,16,2,0.03969123035375981,0.08608314335518297,3.78,3.52,9
19,33,4,0.8695652173913043,8,6,0.03863980703313041,0.08812712867765317,3.8,3.58,9
20,34,5,0.6739130434782609,0,0,0.03863980703313041,0.08812712867765317,3.8,3.58,9
21,35,6,0.5434782608695652,0,0,0.03863980703313041,0.08812712867765317,3.8,3.58,9
22,36,0,0.717391304347826,10,5,0.03740135167950444,0.08389024749122753,3.83,3.98,9
23,37,1,0.8913043478260869,18,1,0.03792553980266251,0.0853273958576283,3.89,3.94,9
24,38,2,0.8695652173913043,12,4,0.03871072949073962,0.08461268550765726,3.86,3.79,9
25,39,3,0.8260869565217391,12,4,0.039796773634128174,0.08666025203567437,3.84,3.66,9
26,40,4,0.8478260869565217,14,3,0.040002598135099744,0.08693515949581154,3.8,3.57,9
27,41,5,0.6739130434782609,0,0,0.040002598135099744,0.08693515949581154,3.8,3.57,9
0,14,6,0.5,0,0,0.0392001913603097,0.079415835337751,4.8,2.99,10
1,15,0,0.8043478260869565,16,2,0.034904279978357954,0.07512308748165634,4.79,3.14,10
2,16,1,0.9130434782608695,10,5,0.03323738433549522,0.0844899608911408,4.74,2.88,10
3,17,2,0.8913043478260869,8,6,0.034469155248658935,0.08922830794000425,4.79,3.3,10
4,18,3,0.8695652173913043,18,1,0.04157291268687731,0.09212584882367685,4.45,3.23,10
5,19,4,0.8695652173913043,12,4,0.04160400134075345,0.09522384182116123,4.43,2.99,10
6,20,5,0.6739130434782609,0,0,0.04160400134075345,0.09522384182116123,4.43,2.99,10
7,21,6,0.5,0,0,0.04160400134075345,0.09522384182116123,4.43,2.99,10
8,22,0,0.6739130434782609,8,6,0.03995631811933747,0.08554006129697533,4.44,3.78,10
9,23,1,0.9347826086956522,8,6,0.03843417266717223,0.077644055638793,4.51,4.11,10
10,24,2,0.9782608695652174,12,4,0.040694860544917916,0.081829629641046,4.35,3.87,10
11,25,3,0.9347826086956522,12,4,0.04554043156501962,0.08534228270022277,4.18,3.66,10
12,26,4,0.8695652173913043,8,6,0.04498471652751134,0.08759833543348282,4.13,3.48,10
13,27,5,0.782608695652174,0,0,0.04498471652751134,0.08759833543348282,4.13,3.48,10
14,28,6,0.6956521739130435,0,0,0.04498471652751134,0.08759833543348282,4.13,3.48,10
15,29,0,0.8913043478260869,12,4,0.042859454329361196,0.0851431004533901,4.37,3.54,10
16,30,1,0.8043478260869565,10,5,0.04360365918271073,0.08717085969590542,4.3,3.34,10
17,31,2,0.8260869565217391,14,3,0.04260995868081307,0.08804248887102252,4.26,3.23,10
18,32,3,0.8695652173913043,16,2,0.043656967314050506,0.0904840544305641,4.14,3.16,10
19,33,4,0.8695652173913043,8,6,0.042976948423678274,0.08981135755444739,4.09,3.17,10
20,34,5,0.6739130434782609,0,0,0.042976948423678274,0.08981135755444739,4.09,3.17,10
21,35,6,0.4782608695652174,0,0,0.042976948423678274,0.08981135755444739,4.09,3.17,10
22,36,0,0.6956521739130435,10,5,0.04159948212804756,0.08549350382586818,4.1,3.36,10
23,37,1,0.9130434782608695,18,1,0.04015939964272799,0.08494958864035274,4.11,3.33,10
24,38,2,0.9130434782608695,12,4,0.04134357026717787,0.08638911797034705,4.03,3.2,10
25,39,3,0.8913043478260869,12,4,0.04235003724966937,0.08827918430315611,3.99,3.09,10
26,40,4,0.9130434782608695,14,3,0.04429997714413819,0.08857825913183025,3.91,3.17,10
27,41,5,0.717391304347826,0,0,0.04429997714413819,0.08857825913183025,3.91,3.17,10
0,14,6,0.4782608695652174,0,0,0.04049498052601399,0.057984641872311816,3.83,4.89,11
1,15,0,0.782608695652174,16,2,0.03605717444097136,0.0548503369062409,4.25,5.46,11
2,16,1,0.8913043478260869,10,5,0.033745817105011656,0.05683150874505701,4.31,5.64,11
3,17,2,0.9347826086956522,8,6,0.035422390217814737,0.05711948802434377,4.34,4.93,11
4,18,3,0.9347826086956522,18,1,0.04126037429579514,0.05603068145537167,4.05,4.83,11
5,19,4,0.9565217391304348,12,4,0.04487930125180441,0.058494616930727314,3.88,4.47,11
6,20,5,0.8043478260869565,0,0,0.04487930125180441,0.058494616930727314,3.88,4.47,11
7,21,6,0.6304347826086957,0,0,0.04487930125180441,0.058494616930727314,3.88,4.47,11
8,22,0,0.782608695652174,8,6,0.043101903182426016,0.05254601181912793,3.92,5.48,11
9,23,1,0.9347826086956522,8,6,0.04145992591833359,0.05230557732104971,3.92,5.55,11
10,24,2,0.9347826086956522,12,4,0.04377350743714899,0.051826305688380286,3.95,5.23,11
11,25,3,0.9347826086956522,12,4,0.04568824838067122,0.05491106361574041,3.86,4.94,11
12,26,4,0.8913043478260869,8,6,0.046270221732938335,0.06184996081844144,3.85,4.57,11
13,27,5,0.7608695652173914,0,0,0.046270221732938335,0.06184996081844144,3.85,4.57,11
14,28,6,0.6521739130434783,0,0,0.046270221732938335,0.06184996081844144,3.85,4.57,11
15,29,0,0.8695652173913043,12,4,0.04408422700539794,0.05886923981514306,4.01,4.87,11
