sim_time,weekday,bed_utilisation_primary,bed_utilisation_revision,bed_utilisation,primary_arrivals,revision_arrivals,primary_bed_queue,revision_bed_queue,primary_mean_los,revision_mean_los,run
77,6.0,0.0,0.0,0.5173913043478261,0.0,0.0,0.22243114385503732,0.4553131755235461,3.277,4.585,5.5
78,0.0,0.0,0.0,0.7434782608695653,14.0,3.0,0.21803278790310157,0.4487658360253313,3.281,4.618,5.5
79,1.0,0.0,0.0,0.85,8.0,6.0,0.21564033493079743,0.44009403568808236,3.278,4.716,5.5
80,2.0,0.0,0.0,0.9282608695652174,12.0,4.0,0.21453782040015357,0.4423462845207425,3.285,4.71,5.5
81,3.0,0.0,0.0,0.976086956521739,14.0,3.0,0.21875985050918959,0.44578225285446316,3.2729999999999997,4.663,5.5
82,4.0,0.0,0.0,0.9717391304347827,10.0,5.0,0.22082454238725094,0.4519662069181109,3.271,4.619,5.5
83,5.0,0.0,0.0,0.7304347826086957,0.0,0.0,0.22082454238725094,0.4519662069181109,3.271,4.619,5.5
84,6.0,0.0,0.0,0.5304347826086957,0.0,0.0,0.22082454238725094,0.4519662069181109,3.271,4.619,5.5
85,0.0,0.0,0.0,0.7108695652173913,10.0,5.0,0.21792658251340252,0.44209794912513906,3.2769999999999997,4.681,5.5
86,1.0,0.0,0.0,0.9086956521739131,12.0,4.0,0.21473084380501978,0.4386026015863426,3.287,4.714,5.5
87,2.0,0.0,0.0,0.9869565217391305,14.0,3.0,0.21718232857518122,0.4420078668063548,3.287,4.66,5.5
88,3.0,0.0,0.0,0.9565217391304348,12.0,4.0,0.22115819102641948,0.4463219893814826,3.275,4.622,5.5
89,4.0,0.0,0.0,0.9608695652173914,12.0,4.0,0.22351354897640782,0.45002751152401477,3.2670000000000003,4.569,5.5
90,5.0,0.0,0.0,0.7217391304347827,0.0,0.0,0.22351354897640782,0.45002751152401477,3.2670000000000003,4.569,5.5
91,6.0,0.0,0.0,0.5347826086956522,0.0,0.0,0.22351354897640782,0.45002751152401477,3.2670000000000003,4.569,5.5
92,0.0,0.0,0.0,0.7456521739130435,16.0,2.0,0.21919864088883428,0.4465947269872775,3.279,4.586,5.5
93,1.0,0.0,0.0,0.8891304347826088,10.0,5.0,0.21659337957356878,0.4418539112977992,3.2880000000000003,4.633,5.5
94,2.0,0.0,0.0,0.9586956521739131,14.0,3.0,0.21743339266483858,0.44479758331133673,3.283,4.618,5.5
